GeneID	log2(FC)
FBgn0028397	-0.59161268139033
FBgn0052529	-0.371828995780754
FBgn0036560	0.912403261514523
FBgn0038912	-0.496199416437762
FBgn0031148	0.461429420031429
FBgn0025740	-0.539780866443209
FBgn0265274	0.865748051175683
FBgn0021795	0.379956819480578
FBgn0250785	0.402602414589393
FBgn0034804	-0.88908662601404
FBgn0038804	0.696076074113335
FBgn0039178	0.890130597359328
FBgn0027375	-0.450853082493788
FBgn0026372	-0.337076342652018
FBgn0263042	-0.867714997876309
FBgn0001977	0.420490011279706
FBgn0053138	0.412373941933768
FBgn0036770	-0.380008333976781
FBgn0032436	0.888713957572921
